Division,Division_Description,Sub_Division,Sub_Division_Description,Group,Group_Description,Family,Family_Description,Unit_Code,Unit_Title,Unit_Description,NCO_2004,QP_NOS Reference,QP_NOS Name,NSQF_Level,text
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.05,,,7224.35,ASC/Q4301,Super Finishing Technician,4.0,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.06,,,7224.40,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.07,,,7224.45,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.0701,,,,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.0801,,,7224.55,CSC/Q0113,Polisher – Machine,2.0,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.09,,,7224.65,ASC/Q1601,Maintenance Technician-Service Workshop,4.0,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.11,,,7224.80,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.99,,,7224.90,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.01,,,7231.10,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0101,,,,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0102,,,,ASC/Q1409,AC Specialist,4.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0103,,,,ASC/Q1410,Automotive Body Technician Level 3,3.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0105,,,,ASC/Q1414,Brake Specialist,4.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0107,,,,ASC/Q/8401,Test Technician,4.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0108,,,,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.02,,,7231.20,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0201,,,,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.03,,,7231.30,MIN/Q0406,Mechanic/Fitter,3.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.04,,,7231.40,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0401,,,,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.05,,,7231.50,ASC/Q1411,Auto Service Technician (Two and Three Wheelers),4.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.0501,,,,,,,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.09,,,7231.60,CSC/Q0213,Maintenance Fitter- Mechanical,4.0,
,,,,,,7231 Motor Vehicle Mechanics and Repairers,,7231.99,,,7231.90,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.01,,,7232.10,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.02,,,7232.20,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.03,,,7232.30,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.04,,,7232.40,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.05,,,7232.50;,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.06,,,7232.60,,,,
,,,,,,7232 Aircraft Engine Mechanics and Repairers,,7232.99,,,7232.90,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.01,,,7233.10,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.0101,,,,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.0102,,,,ISC/Q0802,Iron & Steel- Machinist,3.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.02,,,7233.20,ISC/Q0816,Bearing Maintenance,3.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.03,,,7233.22,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.0301,,,,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.04,,,7233.24,ISC/Q0812,Belt Conveyor Maintenance,3.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.0401,,,,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.0402,,,,ISC/Q0008,Conveyor Operation and Maintenance,3.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.06,,,7233.26,ISC/Q0815,Mobile Equipment Maintenance,3.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.07,,,7233.28,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.0701,,,,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.08,,,7233.30,PSC/Q0111,Plumber (Pumps & E/M Mechanic),4.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.09,,,7233.32,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.1,,,7233.34,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.11,,,7233.36,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.12,,,7233.38,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.13,,,7233.40,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.1301,,,,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.14,,,7233.42,AMH/Q1901,Machine Maintenance Mechanic-Sewing Machine,5.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.16,,,7233.46,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.17,,,7233.48,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.18,,,7233.52,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.19,,,7233.55,ISC/Q0810,Fitter: Hydraulic and Pneumatic System  Divison 7,4.0,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.2,,,7233.58,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.21,,,7233.60,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.22,,,7233.62,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.23,,,7233.63,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.24,,,7233.64,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.25,,,7233.65,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.26,,,7233.66,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.27,,,7233.70,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.28,,,7233.80,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.2901,,,,,,,
,,,,,,7233 Agricultural and Industrial Machinery Mechanics and Repairers,,7233.99,,,7233.90,CSC/Q0802,Technician Instrumentation  Divison 7,4.0,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.01,,,7311.10,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.0101,,,,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.02,,,7311.20,ISC/Q0903,Iron & Steel Fitter Instrumentation,3.0,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.03,,,7311.25,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.04,,,7311.30,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.0401,,,,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.05,,,7311.35,CSC/Q0801,Calibration Technician,4.0,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.06,,,7311.40,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.08,,,7311.60,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.09,,,7311.65,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.1,,,7311.67,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.1001,,,,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.1002,,,,ELE/Q8002,Calibration Engineer,4.0,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.11,,,7311.70,G&J/Q3010,Jewellery Polisher,3.0,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.12,,,7311.75,,,,
,,,,,,7311 Precision Instrument Makers and Repairers,,7311.14,,,7311.85,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.01,,,7312.10,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.02,,,7312.15,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.03,,,7312.18,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.04,,,7312.20,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.05,,,7312.22,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.06,,,7312.25,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.08,,,7312.30,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.1,,,7312.35,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.12,,,7312.43,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.13,,,7312.45,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.14,,,7312.50,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.15,,,7312.55,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.16,,,7312.58,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.17,,,7312.60,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.18,,,7312.65,,,,
,,,,,,7312 Musical Instrument Makers and Tuners,,7312.99,,,7312.90,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.01,,,7313.10,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0101,,,,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0102,,,,G&J/Q3212,Plater,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0103,,,,G&J/Q2909,Filer and Assembler,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0201,,,7313.15,G&J/Q0606,Component Maker,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0202,,,,G&J/Q6909,Gem Stone Thread Maker,2.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0301,,,7313.18,G&J/Q3414,Gold Refiner,6.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0401,,,7313.20,G&J/Q0404,Gold Melter and Refiner,7.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.05,,,7313.22,G&J/Q0707,Polisher and Cleaner,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.06,,,7313.25,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.07,,,7313.28,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0702,,,,G&J/Q0909,Goldsmith: Enameller,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0703,,,,G&J/Q0606,Goldsmith Frame Maker,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0801,,,7313.30,G&J/Q0808,Setter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0802,,,,G&J/Q3111,Metal Setter (Basic),3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0803,,,,G&J/Q2707,Wax Setter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0804,,,,G&J/Q2606,Wax Tree Maker,5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0901,,,7313.35,G&J/Q0809,Sorter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0902,,,,G&J/Q4101,Rough Assorter,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.0903,,,,G&J/Q4101,Rough Marker,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1001,,,7313.45,G&J/Q6505,Gemstone Rough Cutter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1101,,,7313.50,G&J/Q4404,Gem Cleaver,5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1201,,,,G&J/Q4202,Inclusion Plotter,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1202,,,,G&J/Q4202,Planner,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.13,,,7313.55,G&J/Q4505,Manual Bruter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1301,,,,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1302,,,,G&J/Q4606,Auto Blocker,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1303,,,,G&J/Q6707,Gemstone Facet Maker,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1304,,,,G&J/Q4606,Table Cutter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1305,,,,G&J/Q4606,Manual Blocker,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1306,,,,G&J/Q4505,Auto Bruter,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.14,,,7313.60,G&J/Q2505,Diamond Assorter,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1501,,,,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1502,,,,G&J/Q4909,Polished Grader and Assorter (Basic),5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1503,,,,G&J/Q4909,Polished Diamond Grader & Assorter (Advance),5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1504,,,,G&J/Q4707,Bottom Polisher,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1505,,,,G&J/Q6707,Gemstone Girdle Polisher,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1506,,,,G&J/Q6707,Gemstone Polisher,3.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1601,,,,G&J/Q6606,Gemstone Pre- shaper,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1602,,,,G&J/Q6606,Gemstone Final Shaper and Calibrator,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1701,,,7313.68,G&J/Q6808,Gem Driller,2.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.1702,,,,G&J/Q4101,Window Opener,4.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.18,,,7313.70,G&J/Q2606,Rubber Mould Maker,5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.19,,,7313.71,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.22,,,7313.75,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.23,,,7313.78,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.2401,,,,,,,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.2402,,,,G&J/Q2606,Wax Piece Maker,5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.2501,,,,G&J/Q4808,Boiling In Charge,2.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.2601,,,,G&J/Q1010,Final Quality Inspector,5.0,
,,,,,,7313 Jewellery and Precision Metal Workers,,7313.99,,,7313.90,ELE/Q2101,Circuit Imaging Operator,4.0,
,,,,,,7314 Potters and Related Workers,,7314.01,,,7321.10,,,,
,,,,,,7314 Potters and Related Workers,,7314.02,,,7321.15,,,,
,,,,,,7314 Potters and Related Workers,,7314.03,,,7321.20,,,,
,,,,,,7314 Potters and Related Workers,,7314.04,,,7321.25,,,,
,,,,,,7314 Potters and Related Workers,,7314.05,,,7321.30,,,,
,,,,,,7314 Potters and Related Workers,,7314.06,,,7321.35,,,,
,,,,,,7314 Potters and Related Workers,,7314.07,,,7321.40,,,,
,,,,,,7314 Potters and Related Workers,,7314.08,,,7321.50,,,,
,,,,,,7314 Potters and Related Workers,,7314.09,,,7321.60,,,,
,,,,,,7314 Potters and Related Workers,,7314.1,,,7329.20,,,,
,,,,,,7314 Potters and Related Workers,,7314.11,,,7329.25,,,,
,,,,,,7314 Potters and Related Workers,,7314.12,,,7329.35,,,,
,,,,,,7314 Potters and Related Workers,,7314.13,,,7329.40,,,,
,,,,,,7314 Potters and Related Workers,,7314.99,,,7321.90,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.01,,,7322.10,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.02,,,7322.12,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.03,,,7322.14; 7322.16; 7322.18,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.06,,,7322.20,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.07,,,7322.22,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.08,,,7322.24,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.09,,,7322.26,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.1,,,7322.28,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.11,,,7322.29,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.12,,,7322.30,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.13,,,7322.32,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.14,,,7322.34,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.15,,,7322.35,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.16,,,7322.38,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.17,,,7322.40,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.18,,,7322.45,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.2,,,7322.55,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.21,,,7322.60,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.22,,,7329.10,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.23,,,7329.15,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.24,,,7329.30,,,,
,,,,,,"7315 Glass Makers, Cutters, Grinders and Finishers",,7315.99,,,7322.90,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.01,,,7323.10,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.02,,,7323.20,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.03,,,7323.30,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.04,,,7323.40,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.05,,,7323.50,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.06,,,7324.10,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.07,,,7324.20,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.08,,,7324.30,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.09,,,7324.40,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.1,,,7324.50,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.11,,,7324.60,,,,
,,,,,,"7316 Sign Writer, Decorative Painters, Engravers and Etchers",,7316.12,,,7324.90,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.01,,,7331.10,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.03,,,7424.10,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.04,,,7424.15,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.05,,,7424.20,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.06,,,7424.25,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.07,,,7424.30,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.08,,,7424.35,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.09,,,7424.40,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.11,,,7424.50,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.12,,,7424.55,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.13,,,7424.60,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.14,,,7424.65,,,,
,,,,,,"7317 Handicraft Workers in Wood, Basketry and Related Materials",,7317.99,,,7424.90,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.01,,,7332.10,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.02,,,7332.20,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.03,,,7332.30,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.04,,,7332.40,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.05,,,7332.50,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.06,,,7332.60,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.08,,,7332.80,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.09,,,7431.10,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.1,,,7431.12,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.11,,,7431.14,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.12,,,7431.16,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.13,,,7431.18,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.15,,,7431.22,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.18,,,7431.28,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.19,,,7431.30,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.2,,,7431.32,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.21,,,7431.34,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.22,,,7431.40,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.23,,,7431.42,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.27,,,7431.50,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.28,,,7431.52,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.29,,,7431.54,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.34,,,7431.66,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.35,,,7431.68,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.36,,,7431.70,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.37,,,7431.71,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.38,,,7431.72,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.43,,,7432.22,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.45,,,7432.26,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.46,,,7432.28,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.47,,,7432.30,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.48,,,7432.32,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.49,,,7432.40,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.5,,,7432.42,,,,
,,,,,,"7318 Handicraft Workers in Textiles, Leather and Related Materials",,7318.51,,,7432.45,,,,
